Company Name,Board_Link,Board_Page_Content
TRANS ASIA HOTELS PLC,https://www.wsj.com/market-data/quotes/LK/XCOL/TRAN.N0000/company-people,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.wsj.com%2Fmarket-data%2Fquotes%2FLK%2FXCOL%2FTRAN.N0000%2Fcompany-people&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
CARGILLS BANK PLC,https://www.cargillsbank.com/about-us/board-of-directors/ravi-jayawardena/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.cargillsbank.com%2Fabout-us%2Fboard-of-directors%2Fravi-jayawardena%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
NAWALOKA HOSPITALS PLC,https://nawalokamedicare.com/director-board/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fnawalokamedicare.com%2Fdirector-board%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
THREE ACRE FARMS PLC,https://www.wsj.com/market-data/quotes/LK/XCOL/TAFL.N0000/company-people,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.wsj.com%2Fmarket-data%2Fquotes%2FLK%2FXCOL%2FTAFL.N0000%2Fcompany-people&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
JETWING SYMPHONY PLC,https://www.jetwinghotels.com/about-jetwing-hotels/our-personalities/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.jetwinghotels.com%2Fabout-jetwing-hotels%2Four-personalities%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
C I C HOLDINGS PLC,https://www.marketscreener.com/quote/stock/CIC-HOLDINGS-PLC-6499175/company/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.marketscreener.com%2Fquote%2Fstock%2FCIC-HOLDINGS-PLC-6499175%2Fcompany%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
TALAWAKELLE TEA ESTATES PLC,https://talawakelleteas.com/management_team,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Ftalawakelleteas.com%2Fmanagement_team&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
HNB FINANCE PLC,https://www.hnbfinance.lk/about-us/board-of-directors/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.hnbfinance.lk%2Fabout-us%2Fboard-of-directors%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
HATTON PLANTATIONS PLC,https://hattonplantations.lk/board-of-directors/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fhattonplantations.lk%2Fboard-of-directors%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
AGALAWATTE PLANTATIONS PLC,https://agalawatte.geviscreations.com/corporate-profile/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fagalawatte.geviscreations.com%2Fcorporate-profile%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
KELANI TYRES PLC,https://www.wsj.com/market-data/quotes/LK/XCOL/TYRE.N0000/company-people,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.wsj.com%2Fmarket-data%2Fquotes%2FLK%2FXCOL%2FTYRE.N0000%2Fcompany-people&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
ASIRI SURGICAL HOSPITAL PLC,https://www.wsj.com/market-data/quotes/LK/XCOL/ASIR.N0000/company-people,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.wsj.com%2Fmarket-data%2Fquotes%2FLK%2FXCOL%2FASIR.N0000%2Fcompany-people&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
SWISSTEK (CEYLON) PLC,https://www.swisstekaluminium.com/leadership/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.swisstekaluminium.com%2Fleadership%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
SANASA DEVELOPMENT BANK PLC,https://www.sdb.lk/en/about-us/board-of-directors,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.sdb.lk%2Fen%2Fabout-us%2Fboard-of-directors&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
ALLIANCE FINANCE COMPANY PLC,https://www.alliancefinance.lk/about-us/board-of-directors/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.alliancefinance.lk%2Fabout-us%2Fboard-of-directors%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
ODEL PLC,https://www.marketscreener.com/quote/stock/ODEL-PLC-11367157/company/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.marketscreener.com%2Fquote%2Fstock%2FODEL-PLC-11367157%2Fcompany%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
PEOPLE'S INSURANCE PLC,https://peoplesinsurance.lk/about-us/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fpeoplesinsurance.lk%2Fabout-us%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
KELANI VALLEY PLANTATIONS PLC,https://www.kvpl.com/team,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.kvpl.com%2Fteam&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
B P P L HOLDINGS PLC,https://www.wsj.com/market-data/quotes/LK/XCOL/BPPL.N0000/company-people,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.wsj.com%2Fmarket-data%2Fquotes%2FLK%2FXCOL%2FBPPL.N0000%2Fcompany-people&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
THE KINGSBURY PLC,https://www.marketscreener.com/quote/stock/KINGSBURY-PLC-20702499/company/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.marketscreener.com%2Fquote%2Fstock%2FKINGSBURY-PLC-20702499%2Fcompany%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
HELA APPAREL HOLDINGS PLC,https://www.helaclothing.com/investors/corporate-information,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.helaclothing.com%2Finvestors%2Fcorporate-information&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
DIALOG FINANCE PLC,https://www.dialogfinance.lk/about-us/board-of-directors,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.dialogfinance.lk%2Fabout-us%2Fboard-of-directors&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
SOFTLOGIC FINANCE PLC,https://softlogicfinance.lk/board-of-directors/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fsoftlogicfinance.lk%2Fboard-of-directors%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
SOFTLOGIC CAPITAL PLC,https://softlogiccapital.lk/board-of-directors/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fsoftlogiccapital.lk%2Fboard-of-directors%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
RENUKA HOTELS PLC,https://www.renukacityhotel.com/our-story/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.renukacityhotel.com%2Four-story%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
SINGER FINANCE LANKA PLC,https://www.singerfinance.com/board-of-directors/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.singerfinance.com%2Fboard-of-directors%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
BOGALA GRAPHITE LANKA PLC,https://gk-graphite.com/sri-lanka/company/about-us/management-board,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fgk-graphite.com%2Fsri-lanka%2Fcompany%2Fabout-us%2Fmanagement-board&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
COLOMBO DOCKYARD PLC,https://www.cdl.lk/board-of-directors/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.cdl.lk%2Fboard-of-directors%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
PRINTCARE PLC,https://printcare.lk/our-company/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fprintcare.lk%2Four-company%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
CABLE SOLUTIONS PLC,https://cablesol.com/about-kablr/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fcablesol.com%2Fabout-kablr%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
Co-operative Insurance Company PLC,https://www.ci.lk/director,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.ci.lk%2Fdirector&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
KEELLS FOOD PRODUCTS PLC,https://www.keellsfoods.lk/company/board-of-directors.html,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.keellsfoods.lk%2Fcompany%2Fboard-of-directors.html&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
BOGAWANTALAWA TEA ESTATES PLC,https://www.wsj.com/market-data/quotes/LK/XCOL/BOPL.N0000/company-people,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.wsj.com%2Fmarket-data%2Fquotes%2FLK%2FXCOL%2FBOPL.N0000%2Fcompany-people&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
COLOMBO LAND AND DEVELOPMENT COMPANY PLC,"https://en.wikipedia.org/wiki/Colombo_Land_and_Development_Company#:~:text=CLDC's%20leadership%20comprises%20Asoka%20Weerasooriya,executive%20director%2Fgroup%20CEO).","Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fen.wikipedia.org%2Fwiki%2FColombo_Land_and_Development_Company%23%3A~%3Atext%3DCLDC%27s%2520leadership%2520comprises%2520Asoka%2520Weerasooriya%2Cexecutive%2520director%252Fgroup%2520CEO%29.&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in "
Ex-pack Corrugated Cartons PLC,https://www.wsj.com/market-data/quotes/LK/XCOL/PACK.N0000/company-people,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.wsj.com%2Fmarket-data%2Fquotes%2FLK%2FXCOL%2FPACK.N0000%2Fcompany-people&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
ORIENT FINANCE PLC,https://www.orientfinance.lk/about-us/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.orientfinance.lk%2Fabout-us%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
JOHN KEELLS PLC,https://www.wsj.com/market-data/quotes/LK/XCOL/JKH.N0000/company-people,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.wsj.com%2Fmarket-data%2Fquotes%2FLK%2FXCOL%2FJKH.N0000%2Fcompany-people&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
PANASIAN POWER PLC,https://www.wsj.com/market-data/quotes/LK/XCOL/PAPN0000/company-people,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.wsj.com%2Fmarket-data%2Fquotes%2FLK%2FXCOL%2FPAPN0000%2Fcompany-people&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
RICHARD PIERIS EXPORTS PLC,https://www.wsj.com/market-data/quotes/LK/XCOL/REXPN0000/company-people,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.wsj.com%2Fmarket-data%2Fquotes%2FLK%2FXCOL%2FREXPN0000%2Fcompany-people&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
CEYLON HOTELS CORPORATION PLC,https://www.chcplc.com/about-the-company/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.chcplc.com%2Fabout-the-company%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
MASKELIYA PLANTATIONS PLC,https://in.marketscreener.com/quote/stock/MASKELIYA-PLANTATIONS-PLC-20700168/company-governance/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fin.marketscreener.com%2Fquote%2Fstock%2FMASKELIYA-PLANTATIONS-PLC-20700168%2Fcompany-governance%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
SMB FINANCE PLC,https://www.smblk.com/about-us/board-of-directors/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.smblk.com%2Fabout-us%2Fboard-of-directors%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
L V L ENERGY FUND PLC,https://www.wsj.com/market-data/quotes/LK/XCOL/LVEF.N0000/company-people,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.wsj.com%2Fmarket-data%2Fquotes%2FLK%2FXCOL%2FLVEF.N0000%2Fcompany-people&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
LANKEM CEYLON PLC,https://lankem.lk/management/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Flankem.lk%2Fmanagement%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
ASSOCIATED MOTOR FINANCE COMPANY PLC,https://www.marketscreener.com/quote/stock/ASSOCIATED-MOTOR-FINANCE--20706475/company/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.marketscreener.com%2Fquote%2Fstock%2FASSOCIATED-MOTOR-FINANCE--20706475%2Fcompany%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
LAUGFS POWER PLC,https://www.laugfs.lk/management-team,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.laugfs.lk%2Fmanagement-team&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
HUNTER & COMPANY PLC,https://www.wsj.com/market-data/quotes/LK/XCOL/HUNTN0000/company-people,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.wsj.com%2Fmarket-data%2Fquotes%2FLK%2FXCOL%2FHUNTN0000%2Fcompany-people&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
C. W. MACKIE PLC,https://www.wsj.com/market-data/quotes/LK/XCOL/CWM.N0000/company-people,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.wsj.com%2Fmarket-data%2Fquotes%2FLK%2FXCOL%2FCWM.N0000%2Fcompany-people&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
CEYLON HOSPITALS PLC,https://www.marketscreener.com/quote/stock/CEYLON-HOSPITALS-PLC-46699087/company-governance/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.marketscreener.com%2Fquote%2Fstock%2FCEYLON-HOSPITALS-PLC-46699087%2Fcompany-governance%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
LANKA ASHOK LEYLAND PLC,https://www.wsj.com/market-data/quotes/LK/XCOL/ASHON0000/company-people,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.wsj.com%2Fmarket-data%2Fquotes%2FLK%2FXCOL%2FASHON0000%2Fcompany-people&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
DANKOTUWA PORCELAIN PLC,https://www.ft.lk/news/Dankotuwa-Porcelain-gets-new-Chairman-5-Directors/56-754671,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.ft.lk%2Fnews%2FDankotuwa-Porcelain-gets-new-Chairman-5-Directors%2F56-754671&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
CONVENIENCE FOODS LANKA PLC,https://www.wsj.com/market-data/quotes/LK/XCOL/SOY.N0000/company-people,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.wsj.com%2Fmarket-data%2Fquotes%2FLK%2FXCOL%2FSOY.N0000%2Fcompany-people&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
